doi	best_oa_evidence	best_oa_host	best_oa_license	best_oa_url	best_oa_url_is_pdf	best_oa_version	data_standard	doi_url	genre	is_oa	journal_is_oa	journal_issns	journal_name	published_date	publisher
10.1111/let.12077	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12077	journal-article	False	False	0024-1164	12-Lethaia	2014-06-23	Wiley-Blackwell
10.1111/let.12083	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12083	journal-article	False	False	0024-1164	12-Lethaia	2014-07-07	Wiley-Blackwell
10.1111/let.12084	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12084	journal-article	False	False	0024-1164	12-Lethaia	2014-07-04	Wiley-Blackwell
10.1111/let.12085	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12085	journal-article	False	False	0024-1164	12-Lethaia	2014-07-07	Wiley-Blackwell
10.1111/let.12086	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12086	journal-article	False	False	0024-1164	12-Lethaia	2014-08-01	Wiley-Blackwell
10.1111/let.12087	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12087	journal-article	False	False	0024-1164	12-Lethaia	NA	Wiley-Blackwell
10.1111/let.12088	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12088	journal-article	False	False	0024-1164	12-Lethaia	2014-07-25	Wiley-Blackwell
10.1111/let.12089	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12089	journal-article	False	False	0024-1164	12-Lethaia	2014-07-03	Wiley-Blackwell
10.1111/let.12090	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12090	journal-article	False	False	0024-1164	12-Lethaia	2014-07-04	Wiley-Blackwell
10.1111/let.12091	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12091	journal-article	False	False	0024-1164	12-Lethaia	2014-07-15	Wiley-Blackwell
10.1111/let.12092	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12092	journal-article	False	False	0024-1164	12-Lethaia	2014-08-11	Wiley-Blackwell
10.1111/let.12093	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12093	journal-article	False	False	0024-1164	12-Lethaia	2014-08-01	Wiley-Blackwell
10.1111/let.12094	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12094	journal-article	False	False	0024-1164	12-Lethaia	2014-08-01	Wiley-Blackwell
10.1111/let.12095	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12095	journal-article	False	False	0024-1164	12-Lethaia	2014-08-04	Wiley-Blackwell
10.1111/let.12096	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12096	journal-article	False	False	0024-1164	12-Lethaia	2014-08-13	Wiley-Blackwell
10.1111/let.12097	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12097	journal-article	False	False	0024-1164	12-Lethaia	2014-08-21	Wiley-Blackwell
10.1111/let.12098	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12098	journal-article	False	False	0024-1164	12-Lethaia	2014-08-11	Wiley-Blackwell
10.1111/let.12099	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12099	journal-article	False	False	0024-1164	12-Lethaia	2014-09-18	Wiley-Blackwell
10.1111/let.12100	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12100	journal-article	False	False	0024-1164	12-Lethaia	2014-09-12	Wiley-Blackwell
10.1111/let.12101	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12101	journal-article	False	False	0024-1164	12-Lethaia	2014-08-21	Wiley-Blackwell
10.1111/let.12102	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12102	journal-article	False	False	0024-1164	12-Lethaia	2014-10-23	Wiley-Blackwell
10.1111/let.12103	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12103	journal-article	False	False	0024-1164	12-Lethaia	2014-10-13	Wiley-Blackwell
10.1111/let.12104	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12104	journal-article	False	False	0024-1164	12-Lethaia	2014-10-23	Wiley-Blackwell
10.1111/let.12105	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12105	journal-article	False	False	0024-1164	12-Lethaia	2014-10-23	Wiley-Blackwell
10.1111/let.12106	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12106	journal-article	False	False	0024-1164	12-Lethaia	2014-10-29	Wiley-Blackwell
10.1111/let.12107	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12107	journal-article	False	False	0024-1164	12-Lethaia	2014-12-17	Wiley-Blackwell
10.1111/let.12108	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12108	journal-article	False	False	0024-1164	12-Lethaia	2014-11-26	Wiley-Blackwell
10.1111/let.12109	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12109	journal-article	False	False	0024-1164	12-Lethaia	2014-11-26	Wiley-Blackwell
10.1111/let.12110	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12110	journal-article	False	False	0024-1164	12-Lethaia	2014-11-30	Wiley-Blackwell
10.1111/let.12111	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12111	journal-article	False	False	0024-1164	12-Lethaia	2014-11-30	Wiley-Blackwell
10.1111/let.12112	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12112	journal-article	False	False	0024-1164	12-Lethaia	2014-12-12	Wiley-Blackwell
10.1111/let.12113	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12113	journal-article	False	False	0024-1164	12-Lethaia	2014-11-26	Wiley-Blackwell
10.1111/let.12114	NA	NA	NA	NA	False	NA	2	https://doi.org/10.1111/let.12114	journal-article	False	False	0024-1164	12-Lethaia	2014-12-23	Wiley-Blackwell
